date,location,total_cases,days_since_first,days_since_tenth,days_since_hundreth,life_expectancy,dalys,population,age_young,age_working,age_eldery,mobility,population_density
2020-04-05,Cambodia,114,68,20,8,70,36602,16487000,4903908,9974507,639220,-41,91
2020-04-06,Cambodia,114,69,21,9,70,36602,16487000,4903908,9974507,639220,-37,91
2020-04-07,Cambodia,115,70,22,10,70,36602,16487000,4903908,9974507,639220,-38,91
2020-04-08,Cambodia,117,71,23,11,70,36602,16487000,4903908,9974507,639220,-36,91
2020-04-09,Cambodia,118,72,24,12,70,36602,16487000,4903908,9974507,639220,-38,91
2020-04-10,Cambodia,119,73,25,13,70,36602,16487000,4903908,9974507,639220,-41,91
2020-04-11,Cambodia,120,74,26,14,70,36602,16487000,4903908,9974507,639220,-44,91
2020-04-12,Cambodia,122,75,27,15,70,36602,16487000,4903908,9974507,639220,-46,91
2020-04-13,Cambodia,122,76,28,16,70,36602,16487000,4903908,9974507,639220,-46,91
2020-04-14,Cambodia,122,77,29,17,70,36602,16487000,4903908,9974507,639220,-47,91
2020-04-15,Cambodia,122,78,30,18,70,36602,16487000,4903908,9974507,639220,-47,91
2020-04-16,Cambodia,122,79,31,19,70,36602,16487000,4903908,9974507,639220,-46,91
2020-04-17,Cambodia,122,80,32,20,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-18,Cambodia,122,81,33,21,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-19,Cambodia,122,82,34,22,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-20,Cambodia,122,83,35,23,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-21,Cambodia,122,84,36,24,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-22,Cambodia,122,85,37,25,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-23,Cambodia,122,86,38,26,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-24,Cambodia,122,87,39,27,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-25,Cambodia,122,88,40,28,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-26,Cambodia,122,89,41,29,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-27,Cambodia,122,90,42,30,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-28,Cambodia,122,91,43,31,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-29,Cambodia,122,92,44,32,70,36602,16487000,4903908,9974507,639220,-42,91
2020-04-30,Cambodia,122,93,45,33,70,36602,16487000,4903908,9974507,639220,-42,91
2020-05-01,Cambodia,122,94,46,34,70,36602,16487000,4903908,9974507,639220,-42,91
2020-05-02,Cambodia,122,95,47,35,70,36602,16487000,4903908,9974507,639220,-42,91
2019-12-31,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-01,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-02,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-03,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-04,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-05,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-06,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-07,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-08,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-09,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-10,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-11,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-12,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-13,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-14,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-15,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-16,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-17,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-18,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-19,South Korea,0,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-20,South Korea,1,0,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-21,South Korea,1,1,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-22,South Korea,1,2,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-23,South Korea,1,3,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-24,South Korea,2,4,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-25,South Korea,2,5,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-26,South Korea,3,6,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-27,South Korea,4,7,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-28,South Korea,4,8,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-29,South Korea,4,9,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-30,South Korea,4,10,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-01-31,South Korea,7,11,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-01,South Korea,12,12,0,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-02,South Korea,15,13,1,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-03,South Korea,15,14,2,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-04,South Korea,16,15,3,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-05,South Korea,18,16,4,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-06,South Korea,23,17,5,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-07,South Korea,24,18,6,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-08,South Korea,24,19,7,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-09,South Korea,25,20,8,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-10,South Korea,27,21,9,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-11,South Korea,28,22,10,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-12,South Korea,28,23,11,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-13,South Korea,28,24,12,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-14,South Korea,28,25,13,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-15,South Korea,28,26,14,0,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-02-16,South Korea,29,27,15,0,83,17236,51225000,7034848,36999110,6559704,-11,528
2020-02-17,South Korea,30,28,16,0,83,17236,51225000,7034848,36999110,6559704,-7,528
2020-02-18,South Korea,31,29,17,0,83,17236,51225000,7034848,36999110,6559704,-1,528
2020-02-19,South Korea,46,30,18,0,83,17236,51225000,7034848,36999110,6559704,-5,528
2020-02-20,South Korea,80,31,19,0,83,17236,51225000,7034848,36999110,6559704,-7,528
2020-02-21,South Korea,155,32,20,0,83,17236,51225000,7034848,36999110,6559704,-15,528
2020-02-22,South Korea,345,33,21,1,83,17236,51225000,7034848,36999110,6559704,-26,528
2020-02-23,South Korea,601,34,22,2,83,17236,51225000,7034848,36999110,6559704,-31,528
2020-02-24,South Korea,762,35,23,3,83,17236,51225000,7034848,36999110,6559704,-21,528
2020-02-25,South Korea,892,36,24,4,83,17236,51225000,7034848,36999110,6559704,-33,528
2020-02-26,South Korea,1146,37,25,5,83,17236,51225000,7034848,36999110,6559704,-29,528
2020-02-27,South Korea,1595,38,26,6,83,17236,51225000,7034848,36999110,6559704,-30,528
2020-02-28,South Korea,2022,39,27,7,83,17236,51225000,7034848,36999110,6559704,-37,528
2020-02-29,South Korea,2931,40,28,8,83,17236,51225000,7034848,36999110,6559704,-38,528
2020-03-01,South Korea,3526,41,29,9,83,17236,51225000,7034848,36999110,6559704,-41,528
2020-03-02,South Korea,4212,42,30,10,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-03-03,South Korea,4812,43,31,11,83,17236,51225000,7034848,36999110,6559704,-24,528
2020-03-04,South Korea,5328,44,32,12,83,17236,51225000,7034848,36999110,6559704,-30,528
2020-03-05,South Korea,5766,45,33,13,83,17236,51225000,7034848,36999110,6559704,-28,528
2020-03-06,South Korea,6284,46,34,14,83,17236,51225000,7034848,36999110,6559704,-27,528
2020-03-07,South Korea,6767,47,35,15,83,17236,51225000,7034848,36999110,6559704,-32,528
2020-03-08,South Korea,7134,48,36,16,83,17236,51225000,7034848,36999110,6559704,-27,528
2020-03-09,South Korea,7382,49,37,17,83,17236,51225000,7034848,36999110,6559704,-19,528
2020-03-10,South Korea,7513,50,38,18,83,17236,51225000,7034848,36999110,6559704,-27,528
2020-03-11,South Korea,7755,51,39,19,83,17236,51225000,7034848,36999110,6559704,-22,528
2020-03-12,South Korea,7869,52,40,20,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-03-13,South Korea,7979,53,41,21,83,17236,51225000,7034848,36999110,6559704,-24,528
2020-03-14,South Korea,8086,54,42,22,83,17236,51225000,7034848,36999110,6559704,-25,528
2020-03-15,South Korea,8162,55,43,23,83,17236,51225000,7034848,36999110,6559704,-28,528
2020-03-16,South Korea,8236,56,44,24,83,17236,51225000,7034848,36999110,6559704,-17,528
2020-03-17,South Korea,8320,57,45,25,83,17236,51225000,7034848,36999110,6559704,-19,528
2020-03-18,South Korea,8413,58,46,26,83,17236,51225000,7034848,36999110,6559704,-19,528
2020-03-19,South Korea,8565,59,47,27,83,17236,51225000,7034848,36999110,6559704,-28,528
2020-03-20,South Korea,8652,60,48,28,83,17236,51225000,7034848,36999110,6559704,-20,528
2020-03-21,South Korea,8799,61,49,29,83,17236,51225000,7034848,36999110,6559704,-21,528
2020-03-22,South Korea,8897,62,50,30,83,17236,51225000,7034848,36999110,6559704,-20,528
2020-03-23,South Korea,8961,63,51,31,83,17236,51225000,7034848,36999110,6559704,-15,528
2020-03-24,South Korea,9037,64,52,32,83,17236,51225000,7034848,36999110,6559704,-16,528
2020-03-25,South Korea,9137,65,53,33,83,17236,51225000,7034848,36999110,6559704,-18,528
2020-03-26,South Korea,9241,66,54,34,83,17236,51225000,7034848,36999110,6559704,-25,528
2020-03-27,South Korea,9332,67,55,35,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-03-28,South Korea,9478,68,56,36,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-03-29,South Korea,9583,69,57,37,83,17236,51225000,7034848,36999110,6559704,-19,528
2020-03-30,South Korea,9661,70,58,38,83,17236,51225000,7034848,36999110,6559704,-13,528
2020-03-31,South Korea,9786,71,59,39,83,17236,51225000,7034848,36999110,6559704,-11,528
2020-04-01,South Korea,9786,72,60,40,83,17236,51225000,7034848,36999110,6559704,-18,528
2020-04-02,South Korea,9976,73,61,41,83,17236,51225000,7034848,36999110,6559704,-18,528
2020-04-03,South Korea,10062,74,62,42,83,17236,51225000,7034848,36999110,6559704,-18,528
2020-04-04,South Korea,10156,75,63,43,83,17236,51225000,7034848,36999110,6559704,-19,528
2020-04-05,South Korea,10237,76,64,44,83,17236,51225000,7034848,36999110,6559704,-17,528
2020-04-06,South Korea,10284,77,65,45,83,17236,51225000,7034848,36999110,6559704,-12,528
2020-04-07,South Korea,10331,78,66,46,83,17236,51225000,7034848,36999110,6559704,-12,528
2020-04-08,South Korea,10384,79,67,47,83,17236,51225000,7034848,36999110,6559704,-16,528
2020-04-09,South Korea,10423,80,68,48,83,17236,51225000,7034848,36999110,6559704,-18,528
2020-04-10,South Korea,10450,81,69,49,83,17236,51225000,7034848,36999110,6559704,-16,528
2020-04-11,South Korea,10450,82,70,50,83,17236,51225000,7034848,36999110,6559704,-16,528
2020-04-12,South Korea,10512,83,71,51,83,17236,51225000,7034848,36999110,6559704,-20,528
2020-04-13,South Korea,10537,84,72,52,83,17236,51225000,7034848,36999110,6559704,-9,528
2020-04-14,South Korea,10564,85,73,53,83,17236,51225000,7034848,36999110,6559704,-4,528
2020-04-15,South Korea,10591,86,74,54,83,17236,51225000,7034848,36999110,6559704,-3,528
2020-04-16,South Korea,10613,87,75,55,83,17236,51225000,7034848,36999110,6559704,-17,528
2020-04-17,South Korea,10635,88,76,56,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-18,South Korea,10653,89,77,57,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-19,South Korea,10661,90,78,58,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-20,South Korea,10674,91,79,59,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-21,South Korea,10683,92,80,60,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-22,South Korea,10694,93,81,61,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-23,South Korea,10702,94,82,62,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-24,South Korea,10708,95,83,63,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-25,South Korea,10718,96,84,64,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-26,South Korea,10728,97,85,65,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-27,South Korea,10738,98,86,66,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-28,South Korea,10752,99,87,67,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-29,South Korea,10761,100,88,68,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-04-30,South Korea,10765,101,89,69,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-05-01,South Korea,10774,102,90,70,83,17236,51225000,7034848,36999110,6559704,-23,528
2020-05-02,South Korea,10780,103,91,71,83,17236,51225000,7034848,36999110,6559704,-23,528
2019-12-31,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-01,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-02,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-03,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-04,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-05,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-06,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-07,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-08,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-09,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-10,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-11,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-12,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-13,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-14,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-15,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-16,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-17,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-18,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-19,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-20,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-21,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-22,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-23,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-24,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-25,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-26,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-27,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-28,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-29,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-30,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-01-31,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-01,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-02,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-03,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-04,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-05,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-06,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-07,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-08,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-09,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-10,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-11,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-12,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-13,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-14,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-15,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,3,232
2020-02-16,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,-1,232
2020-02-17,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,0,232
2020-02-18,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,1,232
2020-02-19,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,1,232
2020-02-20,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,2,232
2020-02-21,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,4,232
2020-02-22,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,5,232
2020-02-23,Kuwait,0,0,0,0,75,18713,4207000,822026,3032529,81239,5,232
2020-02-24,Kuwait,3,0,0,0,75,18713,4207000,822026,3032529,81239,5,232
2020-02-25,Kuwait,5,1,0,0,75,18713,4207000,822026,3032529,81239,-7,232
2020-02-26,Kuwait,11,2,0,0,75,18713,4207000,822026,3032529,81239,-12,232
2020-02-27,Kuwait,26,3,1,0,75,18713,4207000,822026,3032529,81239,-18,232
2020-02-28,Kuwait,43,4,2,0,75,18713,4207000,822026,3032529,81239,-21,232
2020-02-29,Kuwait,45,5,3,0,75,18713,4207000,822026,3032529,81239,-12,232
2020-03-01,Kuwait,45,6,4,0,75,18713,4207000,822026,3032529,81239,-9,232
2020-03-02,Kuwait,46,7,5,0,75,18713,4207000,822026,3032529,81239,-7,232
2020-03-03,Kuwait,56,8,6,0,75,18713,4207000,822026,3032529,81239,-6,232
2020-03-06,Kuwait,58,11,9,0,75,18713,4207000,822026,3032529,81239,-11,232
2020-03-08,Kuwait,61,13,11,0,75,18713,4207000,822026,3032529,81239,-8,232
2020-03-09,Kuwait,64,14,12,0,75,18713,4207000,822026,3032529,81239,-8,232
2020-03-10,Kuwait,65,15,13,0,75,18713,4207000,822026,3032529,81239,-9,232
2020-03-11,Kuwait,69,16,14,0,75,18713,4207000,822026,3032529,81239,-7,232
2020-03-12,Kuwait,72,17,15,0,75,18713,4207000,822026,3032529,81239,-25,232
2020-03-13,Kuwait,80,18,16,0,75,18713,4207000,822026,3032529,81239,-40,232
2020-03-14,Kuwait,100,19,17,0,75,18713,4207000,822026,3032529,81239,-37,232
2020-03-15,Kuwait,104,20,18,1,75,18713,4207000,822026,3032529,81239,-39,232
2020-03-16,Kuwait,112,21,19,2,75,18713,4207000,822026,3032529,81239,-42,232
2020-03-17,Kuwait,123,22,20,3,75,18713,4207000,822026,3032529,81239,-43,232
2020-03-18,Kuwait,130,23,21,4,75,18713,4207000,822026,3032529,81239,-45,232
2020-03-19,Kuwait,142,24,22,5,75,18713,4207000,822026,3032529,81239,-45,232
2020-03-20,Kuwait,148,25,23,6,75,18713,4207000,822026,3032529,81239,-53,232
2020-03-21,Kuwait,159,26,24,7,75,18713,4207000,822026,3032529,81239,-43,232
2020-03-22,Kuwait,176,27,25,8,75,18713,4207000,822026,3032529,81239,-62,232
2020-03-23,Kuwait,188,28,26,9,75,18713,4207000,822026,3032529,81239,-55,232
2020-03-24,Kuwait,189,29,27,10,75,18713,4207000,822026,3032529,81239,-54,232
2020-03-25,Kuwait,191,30,28,11,75,18713,4207000,822026,3032529,81239,-53,232
2020-03-26,Kuwait,195,31,29,12,75,18713,4207000,822026,3032529,81239,-56,232
2020-03-27,Kuwait,208,32,30,13,75,18713,4207000,822026,3032529,81239,-62,232
2020-03-28,Kuwait,225,33,31,14,75,18713,4207000,822026,3032529,81239,-58,232
2020-03-29,Kuwait,235,34,32,15,75,18713,4207000,822026,3032529,81239,-56,232
2020-03-30,Kuwait,255,35,33,16,75,18713,4207000,822026,3032529,81239,-59,232
2020-03-31,Kuwait,266,36,34,17,75,18713,4207000,822026,3032529,81239,-59,232
2020-04-01,Kuwait,289,37,35,18,75,18713,4207000,822026,3032529,81239,-60,232
2020-04-02,Kuwait,317,38,36,19,75,18713,4207000,822026,3032529,81239,-62,232
2020-04-03,Kuwait,342,39,37,20,75,18713,4207000,822026,3032529,81239,-67,232
2020-04-04,Kuwait,342,40,38,21,75,18713,4207000,822026,3032529,81239,-61,232
2020-04-05,Kuwait,479,41,39,22,75,18713,4207000,822026,3032529,81239,-59,232
2020-04-06,Kuwait,556,42,40,23,75,18713,4207000,822026,3032529,81239,-60,232
2020-04-07,Kuwait,665,43,41,24,75,18713,4207000,822026,3032529,81239,-64,232
2020-04-08,Kuwait,743,44,42,25,75,18713,4207000,822026,3032529,81239,-65,232
2020-04-09,Kuwait,855,45,43,26,75,18713,4207000,822026,3032529,81239,-66,232
2020-04-10,Kuwait,910,46,44,27,75,18713,4207000,822026,3032529,81239,-69,232
2020-04-11,Kuwait,993,47,45,28,75,18713,4207000,822026,3032529,81239,-62,232
2020-04-12,Kuwait,1154,48,46,29,75,18713,4207000,822026,3032529,81239,-61,232
2020-04-13,Kuwait,1234,49,47,30,75,18713,4207000,822026,3032529,81239,-62,232
2020-04-14,Kuwait,1300,50,48,31,75,18713,4207000,822026,3032529,81239,-63,232
2020-04-15,Kuwait,1355,51,49,32,75,18713,4207000,822026,3032529,81239,-63,232
2020-04-16,Kuwait,1405,52,50,33,75,18713,4207000,822026,3032529,81239,-66,232
2020-04-17,Kuwait,1524,53,51,34,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-18,Kuwait,1658,54,52,35,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-19,Kuwait,1752,55,53,36,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-20,Kuwait,1915,56,54,37,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-21,Kuwait,1995,57,55,38,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-22,Kuwait,2080,58,56,39,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-23,Kuwait,2248,59,57,40,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-24,Kuwait,2399,60,58,41,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-25,Kuwait,2614,61,59,42,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-26,Kuwait,2892,62,60,43,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-27,Kuwait,3075,63,61,44,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-28,Kuwait,3288,64,62,45,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-29,Kuwait,3440,65,63,46,75,18713,4207000,822026,3032529,81239,-70,232
2020-04-30,Kuwait,3740,66,64,47,75,18713,4207000,822026,3032529,81239,-70,232
2020-05-01,Kuwait,4024,67,65,48,75,18713,4207000,822026,3032529,81239,-70,232
2020-05-02,Kuwait,4377,68,66,49,75,18713,4207000,822026,3032529,81239,-70,232
2020-03-25,Laos,2,0,0,0,68,41789,7169000,2246562,4158485,258920,-30,30
2020-03-26,Laos,2,1,0,0,68,41789,7169000,2246562,4158485,258920,-34,30
2020-03-27,Laos,6,2,0,0,68,41789,7169000,2246562,4158485,258920,-39,30
2020-03-28,Laos,6,3,0,0,68,41789,7169000,2246562,4158485,258920,-43,30
2020-03-29,Laos,6,4,0,0,68,41789,7169000,2246562,4158485,258920,-45,30
2020-03-30,Laos,6,5,0,0,68,41789,7169000,2246562,4158485,258920,-42,30
2020-03-31,Laos,9,6,0,0,68,41789,7169000,2246562,4158485,258920,-40,30
2020-04-01,Laos,9,7,0,0,68,41789,7169000,2246562,4158485,258920,-53,30
2020-04-02,Laos,10,8,0,0,68,41789,7169000,2246562,4158485,258920,-55,30
2020-04-03,Laos,10,9,1,0,68,41789,7169000,2246562,4158485,258920,-56,30
2020-04-04,Laos,10,10,2,0,68,41789,7169000,2246562,4158485,258920,-59,30
2020-04-05,Laos,10,11,3,0,68,41789,7169000,2246562,4158485,258920,-59,30
2020-04-06,Laos,11,12,4,0,68,41789,7169000,2246562,4158485,258920,-55,30
2020-04-07,Laos,12,13,5,0,68,41789,7169000,2246562,4158485,258920,-56,30
2020-04-08,Laos,12,14,6,0,68,41789,7169000,2246562,4158485,258920,-58,30
2020-04-09,Laos,15,15,7,0,68,41789,7169000,2246562,4158485,258920,-58,30
2020-04-10,Laos,16,16,8,0,68,41789,7169000,2246562,4158485,258920,-60,30
2020-04-11,Laos,16,17,9,0,68,41789,7169000,2246562,4158485,258920,-59,30
2020-04-12,Laos,18,18,10,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-13,Laos,19,19,11,0,68,41789,7169000,2246562,4158485,258920,-58,30
2020-04-14,Laos,19,20,12,0,68,41789,7169000,2246562,4158485,258920,-59,30
2020-04-15,Laos,19,21,13,0,68,41789,7169000,2246562,4158485,258920,-60,30
2020-04-16,Laos,19,22,14,0,68,41789,7169000,2246562,4158485,258920,-59,30
2020-04-17,Laos,19,23,15,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-18,Laos,19,24,16,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-19,Laos,19,25,17,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-20,Laos,19,26,18,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-21,Laos,19,27,19,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-22,Laos,19,28,20,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-23,Laos,19,29,21,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-24,Laos,19,30,22,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-25,Laos,19,31,23,0,68,41789,7169000,2246562,4158485,258920,-62,30
2020-04-26,Laos,19,32,24,0,68,41789,7169000,2246562,4158485,258920,-62,30
